analysis,disease_category,taxon,genus,k_projects,pooled_effect,se,ci_low,ci_high,z,p,Q,I2,tau2,n_case,n_control,sign_consistency,q
meta,HIV,Bacteria.Actinomycetota.Coriobacteriia.Coriobacteriales.Eggerthellaceae.Eggerthella,Eggerthella,2,0.4104666234198035,1.0461325974479971,-1.6399532675782706,2.4608865144178775,0.3923657712426915,0.6947879730996591,19.89913308551985,94.97465545005235,2.07880503249118,111,104,0.5,0.8660385298495751
meta,HIV,Bacteria.Actinomycetota.Coriobacteriia.Coriobacteriales.Eggerthellaceae.Incertae Sedis,Incertae Sedis,3,-0.5403647212425783,0.24328231359136746,-1.0171980558816585,-0.06353138660349805,-2.221142643974561,0.02634130150879329,3.111536758063992,35.7230797670407,0.06423114332053327,359,148,1.0,0.1864964146822565
meta,HIV,Bacteria.Actinomycetota.Coriobacteriia.Coriobacteriales.Eggerthellaceae.Senegalimassilia,Senegalimassilia,3,-0.2956018493288947,0.5181594294650628,-1.3111943310804177,0.7199906324226282,-0.5704843577469352,0.5683492284736191,13.28347341933832,84.94369705224565,0.6795395602849352,359,148,0.6666666666666666,0.8126027730152566
meta,HIV,Bacteria.Actinomycetota.Coriobacteriia.Coriobacteriales.Eggerthellaceae.Slackia,Slackia,3,-0.6705669643888046,0.5744466308823469,-1.7964823609182046,0.4553484321405954,-1.167326829576522,0.2430784077680923,18.29582474709805,89.06854417526476,0.8782770893476235,359,148,0.6666666666666666,0.6167697480388026
meta,HIV,Bacteria.Bacillota.Bacilli.Acholeplasmatales.Acholeplasmataceae.Anaeroplasma,Anaeroplasma,2,-0.3157784927943352,0.15619114666559927,-0.6219131402589098,-0.009643845329760592,-2.0217438666380225,0.04320281952679303,0.31314510032880855,0.0,0.0,330,128,1.0,0.2525725501080082
meta,HIV,Bacteria.Bacillota.Bacilli.Erysipelotrichales.Erysipelatoclostridiaceae.Asteroleplasma,Asteroleplasma,2,0.027810985961715443,0.1476490353583599,-0.26158112334066996,0.31720309526410084,0.18835873796408642,0.8505954430361311,0.3982732984650441,0.0,0.0,330,128,0.5,0.9589515504292688
meta,HIV,Bacteria.Bacillota.Bacilli.Erysipelotrichales.Erysipelatoclostridiaceae.Catenibacterium,Catenibacterium,3,0.8023777130905962,1.7119068739532015,-2.5529597598576785,4.157715186038871,0.46870406638283696,0.6392811799505707,53.98173984478392,96.2950434614544,8.43811143810252,359,148,0.3333333333333333,0.8507726981297069
meta,HIV,Bacteria.Bacillota.Bacilli.Erysipelotrichales.Erysipelatoclostridiaceae.Erysipelotrichaceae UCG-003,Erysipelotrichaceae UCG-003,3,-0.5492171581612239,0.9203734819524905,-2.3531491827881053,1.2547148664656573,-0.5967329230261051,0.5506857079326901,19.63436720381057,89.81377917994807,2.2628310629585773,359,148,0.3333333333333333,0.8126027730152566
meta,HIV,Bacteria.Bacillota.Bacilli.Erysipelotrichales.Erysipelatoclostridiaceae.Massiliomicrobiota,Massiliomicrobiota,2,0.1670200512536212,0.4061422302364976,-0.6290187200099141,0.9630588225171565,0.41123537228907475,0.6808999534348616,5.041063809086385,80.16291723589124,0.2646837403659692,111,104,0.5,0.8600057325197685
meta,HIV,Bacteria.Bacillota.Bacilli.Erysipelotrichales.Erysipelatoclostridiaceae.Thomasclavelia,Thomasclavelia,2,-0.8010883786645827,1.5497152199018347,-3.8385302096721787,2.236353452343013,-0.5169261864223847,0.605207686853205,33.81360472825838,97.0426104875938,4.661193574298087,111,104,0.5,0.8368887544766975
meta,HIV,Bacteria.Bacillota.Bacilli.Erysipelotrichales.Erysipelatoclostridiaceae.UCG-004,UCG-004,2,0.17408027455030847,0.8776362979891388,-1.5460868695084036,1.8942474186090206,0.19835127028037167,0.8427702405782633,7.354980925781417,86.40377167404066,1.3316269312179647,277,64,0.5,0.9589515504292688
meta,HIV,Bacteria.Bacillota.Bacilli.Erysipelotrichales.Erysipelotrichaceae.Catenisphaera,Catenisphaera,3,0.41696046368424244,0.31316877637263824,-0.1968503380061285,1.0307712653746135,1.3314241238025049,0.1830494960494834,4.466092974487065,55.21812887852605,0.16234290768508483,359,148,0.6666666666666666,0.5509545417145041
meta,HIV,Bacteria.Bacillota.Bacilli.Erysipelotrichales.Erysipelotrichaceae.Dielma,Dielma,2,0.11804912224500272,0.340036161111118,-0.5484217535327885,0.784519998022794,0.34716637742074224,0.7284663287252492,8.219483551280256,87.833785495632,0.20350828703526508,111,104,0.5,0.8892313116163386
meta,HIV,Bacteria.Bacillota.Bacilli.Erysipelotrichales.Erysipelotrichaceae.Erysipelotrichaceae UCG-006,Erysipelotrichaceae UCG-006,2,0.15394716343620748,0.23848880308383932,-0.31349089060811763,0.6213852174805325,0.6455110740863095,0.5185960441853287,1.6537600989264412,39.53173736328731,0.04524761998845428,111,104,0.5,0.8126027730152566
meta,HIV,Bacteria.Bacillota.Bacilli.Erysipelotrichales.Erysipelotrichaceae.Holdemanella,Holdemanella,3,0.10446782790430854,1.1288414797797004,-2.108061472463904,2.3169971282725217,0.09254428524782418,0.9262656076212528,25.5009700671868,92.15716110120263,3.5030070814227403,359,148,0.3333333333333333,0.9728153676759603
meta,HIV,Bacteria.Bacillota.Bacilli.Erysipelotrichales.Erysipelotrichaceae.Holdemania,Holdemania,2,0.04989322971813556,0.4779045215087781,-0.8867996324390695,0.9865860918753406,0.10439999513002961,0.9168519265477151,5.206582675375825,80.79354420454263,0.37210415109763395,111,104,0.5,0.9728153676759603
meta,HIV,Bacteria.Bacillota.Bacilli.Erysipelotrichales.Erysipelotrichaceae.Solobacterium,Solobacterium,3,0.35052981628790203,0.595770097292206,-0.8171795744048216,1.5182392069806256,0.5883642329164743,0.5562878398185558,12.20877544548114,83.61834068509906,0.8856912540084707,359,148,0.3333333333333333,0.8126027730152566
meta,HIV,Bacteria.Bacillota.Bacilli.Erysipelotrichales.Erysipelotrichaceae.Turicibacter,Turicibacter,3,-0.27941975618631737,0.21015392504110658,-0.6913214492668862,0.13248193689425153,-1.3295957052986864,0.1836515139048347,0.5811951244351674,0.0,0.0,359,148,1.0,0.5509545417145041
meta,HIV,Bacteria.Bacillota.Bacilli.Erysipelotrichales.Erysipelotrichaceae.[Clostridium] innocuum group,[Clostridium] innocuum group,2,0.5029140274686669,0.23739812784236614,0.03761369689762928,0.9682143580397045,2.118441421756304,0.03413770098352339,0.5623398806612989,0.0,0.0,111,104,1.0,0.2237915953364311
meta,HIV,Bacteria.Bacillota.Bacilli.Izemoplasmatales.Incertae Sedis.Incertae Sedis,Incertae Sedis,2,-0.34330021671425354,0.36431568444723034,-1.057358958230825,0.3707585248023179,-0.9423152265188275,0.34603127478616535,3.059883766648486,67.3190200588793,0.18614225990118052,330,128,1.0,0.7316346344121112
meta,HIV,Bacteria.Bacillota.Bacilli.Lactobacillales.Carnobacteriaceae.Granulicatella,Granulicatella,2,0.5507456115186219,0.4406488237980822,-0.3129260831256192,1.4144173061628629,1.249851541124252,0.21135378412156014,2.5200053019713406,60.31754380763709,0.25441872999452086,111,104,1.0,0.5755326121464023
meta,HIV,Bacteria.Bacillota.Bacilli.Lactobacillales.Lactobacillaceae.Lactobacillus,Lactobacillus,2,0.13814012048437582,0.2944711035538883,-0.43902324248124514,0.7153034834499968,0.46911265253942364,0.6389891156694569,0.1724313037009547,0.0,0.0,111,104,0.5,0.8507726981297069
meta,HIV,Bacteria.Bacillota.Bacilli.Lactobacillales.Lactobacillaceae.Ligilactobacillus,Ligilactobacillus,2,0.2187086937938934,0.26038225972580364,-0.2916405352686818,0.7290579228564686,0.8399523609027946,0.4009350977074454,0.03292397774369339,0.0,0.0,330,128,1.0,0.754952258449126
meta,HIV,Bacteria.Bacillota.Bacilli.Lactobacillales.Streptococcaceae.Lactococcus,Lactococcus,2,0.132186089194423,0.2986860902162998,-0.4532386476295247,0.7176108260183707,0.4425585707680517,0.6580850565821987,2.6073234929661893,61.646492938152356,0.11032854758584518,111,104,0.5,0.8576032040054947
meta,HIV,Bacteria.Bacillota.Bacilli.Lactobacillales.Streptococcaceae.Streptococcus,Streptococcus,3,0.22245543131542994,0.20360900555700182,-0.1766182195762936,0.6215290822071535,1.0925618476789423,0.2745862216160496,0.27686995117507684,0.0,0.0,359,148,0.6666666666666666,0.6497096617977507
meta,HIV,Bacteria.Bacillota.Bacilli.RF39.Incertae Sedis.Incertae Sedis,Incertae Sedis,3,-0.6993603242885487,0.22531100571377702,-1.1409698954875516,-0.2577507530895457,-3.103977642250545,0.001909377590708897,1.6397608414404725,0.0,0.0,359,148,1.0,0.042244979194434346
meta,HIV,Bacteria.Bacillota.Bacilli.Staphylococcales.Gemellaceae.Gemella,Gemella,2,0.10264592182628793,0.1702894445176839,-0.23112138942837254,0.43641323308094837,0.6027732494930332,0.5466595447725024,1.1664514576790421,14.269900095992035,0.012215587850813815,111,104,0.5,0.8126027730152566
meta,HIV,Bacteria.Bacillota.Clostridia.Christensenellales.Christensenellaceae.Christensenellaceae R-7 group,Christensenellaceae R-7 group,3,-0.9745177691871667,0.23515880989160887,-1.4354290365747202,-0.5136065017996133,-4.144083607313494,3.4117526308357016e-05,0.031933191006876444,0.0,0.0,359,148,1.0,0.003019401078289596
meta,HIV,Bacteria.Bacillota.Clostridia.Christensenellales.Christensenellaceae.Incertae Sedis,Incertae Sedis,3,-0.4794071004672714,0.1742181787450146,-0.8208747308075001,-0.13793947012704277,-2.7517627834287643,0.005927544106475198,2.4413791959334743,18.079092206104864,0.0167636834747024,359,148,1.0,0.09537957334964636
meta,HIV,Bacteria.Bacillota.Clostridia.Christensenellales.Christensenellaceae.NA,Christensenellaceae,2,-0.428600618183198,0.3008449272050337,-1.018256675505064,0.161055439138668,-1.424656291083464,0.15425657964032635,0.380146679164436,0.0,0.0,111,104,1.0,0.5326100676901487
meta,HIV,Bacteria.Bacillota.Clostridia.Clostridia UCG-014.Incertae Sedis.Incertae Sedis,Incertae Sedis,3,-1.3250582991051145,0.35623606546448416,-2.0232809874155033,-0.6268356107947256,-3.7196073827545106,0.00019953270268285243,2.3696207208922146,15.598307257924562,0.06115511582692413,359,148,1.0,0.011772429458288294
meta,HIV,Bacteria.Bacillota.Clostridia.Clostridia vadinBB60 group.Incertae Sedis.Incertae Sedis,Incertae Sedis,3,-0.49886932996193556,0.3643186059855585,-1.2129337976936303,0.21519513776975907,-1.3693215821695108,0.17089877457010827,3.686867518627485,45.75340746866481,0.18753967737659355,359,148,0.6666666666666666,0.5509545417145041
meta,HIV,Bacteria.Bacillota.Clostridia.Clostridiales.Clostridiaceae.Clostridium,Clostridium,3,-0.8513229445294825,0.27127527398489426,-1.3830224815398753,-0.3196234075190898,-3.138225360623496,0.0016997413768626273,1.0955157539647273,0.0,0.0,359,148,1.0,0.042244979194434346
meta,HIV,Bacteria.Bacillota.Clostridia.Lachnospirales.Defluviitaleaceae.Defluviitaleaceae UCG-011,Defluviitaleaceae UCG-011,2,-0.32496382566278575,0.1628586786241858,-0.6441668357661898,-0.005760815559381627,-1.9953730952998538,0.04600220306584542,0.22506939244968727,0.0,0.0,330,128,1.0,0.2525725501080082
meta,HIV,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Agathobacter,Agathobacter,3,0.01972537870478234,0.3009427085756251,-0.5701223301034429,0.6095730875130075,0.06554529530934114,0.947739843405675,2.994763673693595,33.216767066855134,0.0945781649856274,359,148,0.3333333333333333,0.9728153676759603
meta,HIV,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Anaerobutyricum,Anaerobutyricum,3,-0.31062084084331154,0.3681434869470809,-1.03218207525959,0.41094039357296697,-0.8437493853801684,0.398809464466338,6.192887781200721,67.70488872620544,0.27090168752945637,359,148,0.6666666666666666,0.754952258449126
meta,HIV,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Anaerostipes,Anaerostipes,3,-0.2604104057028509,0.6244687379903838,-1.4843691321640031,0.9635483207583013,-0.41701111658668966,0.6766702765830037,21.409750307944627,90.65846181654042,1.0372718059681494,359,148,0.6666666666666666,0.8600057325197685
meta,HIV,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Blautia,Blautia,3,0.020945457538175286,0.2092021021297976,-0.389090662636228,0.43098157771257856,0.10012068389819459,0.9202485144626623,3.639968085071042,45.054463301401015,0.05984828022189544,359,148,0.3333333333333333,0.9728153676759603
meta,HIV,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Butyribacter,Butyribacter,3,-0.30235308808358397,0.23052993411045378,-0.7541917589400733,0.1494855827729054,-1.3115567366566703,0.18966973850078295,0.27070473363803177,0.0,0.0,359,148,1.0,0.5525906475180666
meta,HIV,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.CAG-56,CAG-56,3,-0.5327114181507161,0.40687477669637534,-1.3301859804756118,0.26476314417417957,-1.3092760934361005,0.19044084462487043,5.268005744938469,62.03496926855837,0.30545024229324413,359,148,1.0,0.5525906475180666
meta,HIV,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Coprococcus,Coprococcus,3,-0.5857218090473472,0.19800215782038258,-0.973806038375297,-0.19763757971939733,-2.95815871652613,0.0030948272953626446,0.07527888022879983,0.0,0.0,359,148,1.0,0.060864936808798675
meta,HIV,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Dorea,Dorea,3,0.15566599115745616,0.16546904113578298,-0.16865332946867845,0.4799853117835908,0.940755987276904,0.3468299203935664,1.7991553819078396,0.0,0.0,359,148,0.6666666666666666,0.7316346344121112
meta,HIV,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Eisenbergiella,Eisenbergiella,2,0.28855373095859255,0.3716105014194362,-0.43980285182350237,1.0169103137406874,0.77649509326676,0.4374567168463178,2.3121892689844303,56.750945373982105,0.15958952055748074,111,104,0.5,0.7982457616680233
meta,HIV,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Enterocloster,Enterocloster,3,0.33999344593041114,0.2198348130807939,-0.09088278770794489,0.7708696795687672,1.5465860077650961,0.1219631058847062,2.173638338301047,7.988373007662619,0.013436159752903586,359,148,0.6666666666666666,0.455312334326281
meta,HIV,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Faecalimonas,Faecalimonas,3,0.22585002428361173,0.193308386627694,-0.15303441350666852,0.6047344620738919,1.1683405372297266,0.24266943002404862,1.2146134031489582,0.0,0.0,359,148,1.0,0.6167697480388026
meta,HIV,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Fusicatenibacter,Fusicatenibacter,3,-0.6256824038652092,0.33121231855502853,-1.2748585482330652,0.02349374050264663,-1.8890674314133538,0.05888279380051036,3.548042298686454,43.630886228711695,0.14532113315116552,359,148,1.0,0.27426985533395615
meta,HIV,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.GCA-900066575,GCA-900066575,3,-0.42349305213812255,0.17020093697699148,-0.7570868886130259,-0.08989921566321923,-2.4881945990424965,0.01283934576988402,1.472651001461851,0.0,0.0,359,148,1.0,0.12288450615927964
meta,HIV,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Howardella,Howardella,3,-0.21602421487731305,0.34446366718147226,-0.8911730025529987,0.4591245727983726,-0.6271320764970721,0.5305726625020284,6.838520918200187,70.75390974271707,0.25070255353766674,359,148,0.6666666666666666,0.8126027730152566
meta,HIV,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Hungatella,Hungatella,2,0.18228554001002562,0.18519080204017616,-0.18068843198871964,0.5452595120087709,0.9843120608683348,0.3249621011704301,0.4782309390682131,0.0,0.0,111,104,0.5,0.7189786488395766
meta,HIV,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Incertae Sedis,Incertae Sedis,2,-0.5919057851653702,0.2622401677656765,-1.1058965139860961,-0.07791505634464424,-2.2571133560830576,0.02400099252790385,0.17870441469730503,0.0,0.0,111,104,1.0,0.184703290323434
meta,HIV,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Lachnoclostridium,Lachnoclostridium,3,0.04833421455690832,0.20991258316651318,-0.3630944484494575,0.45976287756327416,0.2302587764286965,0.817890691622724,0.7829301305747071,0.0,0.0,359,148,0.3333333333333333,0.9461872707007983
meta,HIV,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Lachnospira,Lachnospira,3,-0.1805394401628638,0.27044050908315986,-0.7106028379658571,0.34952395764012945,-0.6675754337799605,0.5044046433336172,0.8592817661659491,0.0,0.0,359,148,0.6666666666666666,0.8126027730152566
meta,HIV,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Lachnospiraceae AC2044 group,Lachnospiraceae AC2044 group,2,-0.3921259205717647,0.23924994388599105,-0.8610558105883072,0.07680396944477774,-1.6389801987106134,0.10121738364356107,0.4067625854338074,0.0,0.0,111,104,1.0,0.40716992965705245
meta,HIV,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Lachnospiraceae FCS020 group,Lachnospiraceae FCS020 group,3,-0.18764546056591988,0.1831569035165767,-0.5466329914584103,0.17134207032657048,-1.0245066222630093,0.3055960445553183,0.15424734271430662,0.0,0.0,359,148,1.0,0.6934679472601454
meta,HIV,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Lachnospiraceae ND3007 group,Lachnospiraceae ND3007 group,3,-0.5507990775457143,0.2233056862740073,-0.9884782226427686,-0.11311993244866003,-2.46656986992197,0.0136414111939892,1.0946584110963231,0.0,0.0,359,148,1.0,0.12288450615927964
meta,HIV,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Lachnospiraceae NK3A20 group,Lachnospiraceae NK3A20 group,3,0.03378091175468748,0.5241829427075787,-0.9936176559521668,1.0611794794615417,0.06444488937430484,0.9486159877365717,12.819882685833521,84.39923321443433,0.6933167767409372,359,148,0.3333333333333333,0.9728153676759603
meta,HIV,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Lachnospiraceae NK4A136 group,Lachnospiraceae NK4A136 group,3,-0.7273618788721675,0.3998684236804311,-1.5111039892858125,0.05638023154147742,-1.81900304149413,0.06891096605774825,5.286172112785164,62.1654392379168,0.2972151674699763,359,148,1.0,0.312749769031319
meta,HIV,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Lachnospiraceae UCG-004,Lachnospiraceae UCG-004,3,-0.011195941710475063,0.2339021737181567,-0.4696442021980622,0.4472523187771121,-0.047865915619774234,0.961823103634424,0.2922616862262739,0.0,0.0,359,148,0.3333333333333333,0.9728153676759603
meta,HIV,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Lachnospiraceae UCG-010,Lachnospiraceae UCG-010,3,-0.24179215242016022,0.21978313070369765,-0.6725670885994076,0.18898278375908717,-1.1001397224891396,0.2712712488741357,0.5777327741027465,0.0,0.0,359,148,1.0,0.6497096617977507
meta,HIV,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Marvinbryantia,Marvinbryantia,3,-0.318940861486752,0.2762197943466404,-0.8603316584061671,0.22244993543266317,-1.1546633080412008,0.2482283306361025,3.8404174270555114,47.9223277680671,0.10925682405862856,359,148,0.6666666666666666,0.6167697480388026
meta,HIV,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Mediterraneibacter,Mediterraneibacter,3,0.1374988456272922,0.1713132810647316,-0.1982751852595817,0.4732728765141661,0.8026163807774924,0.4221964974220339,2.1452660894920332,6.771471856268891,0.008255928565000244,359,148,0.3333333333333333,0.778424792121875
meta,HIV,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.NA,Lachnospiraceae,3,-0.21980145243513866,0.2512592491206287,-0.7122695807115709,0.27266667584129356,-0.8747994479980824,0.3816830376285214,4.22320279633726,52.64257729383539,0.10170187318606619,359,148,0.6666666666666666,0.743650704702761
meta,HIV,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Oribacterium,Oribacterium,3,-0.22616591710281472,0.6713768343738971,-1.542064512475653,1.0897326782700234,-0.336868812749146,0.7362157964151139,16.949448356128247,88.20020594194217,1.1860185706188764,359,148,0.6666666666666666,0.8893164539311472
meta,HIV,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Roseburia,Roseburia,3,-0.28788152749669565,0.21124790303343727,-0.7019274174422327,0.12616436244884138,-1.3627663203413123,0.17295616874693664,0.3600851102360806,0.0,0.0,359,148,1.0,0.5509545417145041
meta,HIV,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Shuttleworthia,Shuttleworthia,2,-0.03427259436473875,0.38962676090070997,-0.7979410457301302,0.7293958570006528,-0.0879626293776894,0.9299063784050974,2.1953656626753153,54.44950164787671,0.17005276256347118,111,104,0.5,0.9728153676759603
meta,HIV,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.[Eubacterium] eligens group,[Eubacterium] eligens group,3,-0.6783099145305183,0.27688885544585695,-1.221012071204398,-0.1356077578566386,-2.4497552039004167,0.014295336597442773,0.17986855635111687,0.0,0.0,359,148,1.0,0.12288450615927964
meta,HIV,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.[Eubacterium] ruminantium group,[Eubacterium] ruminantium group,3,-0.6395006648174287,0.3148328404780042,-1.256573032154317,-0.022428297480540538,-2.0312387483036654,0.04223078145930262,2.1738766367874875,7.998459243043296,0.024851731984628873,359,148,0.6666666666666666,0.2525725501080082
meta,HIV,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.[Eubacterium] ventriosum group,[Eubacterium] ventriosum group,3,-0.5648672543666031,0.6523268015867109,-1.8434277854765564,0.7136932767433501,-0.8659267915906992,0.3865303097890057,14.846274334714892,86.52860674059201,1.0991208623897637,359,148,0.6666666666666666,0.743650704702761
meta,HIV,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.[Eubacterium] xylanophilum group,[Eubacterium] xylanophilum group,3,-0.716720987723919,0.37099539711961976,-1.4438719660783739,0.010429990630535735,-1.931886468911708,0.05337352024533894,4.734653233737644,57.758258075826305,0.23726855402784092,359,148,1.0,0.2553273806331079
meta,HIV,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.[Ruminococcus] gauvreauii group,[Ruminococcus] gauvreauii group,3,-0.03396903377131201,0.2580766645935068,-0.5397992963745853,0.47186122883196135,-0.1316238096335296,0.8952818520095245,0.22462905802948616,0.0,0.0,359,148,0.6666666666666666,0.9728153676759603
meta,HIV,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.[Ruminococcus] gnavus group,[Ruminococcus] gnavus group,2,0.4432084718046778,0.7061759273548001,-0.9408963458107302,1.8273132894200859,0.6276176440407024,0.5302544474451822,2.662733967811639,62.44461474227381,0.6446508405471445,111,104,0.5,0.8126027730152566
meta,HIV,Bacteria.Bacillota.Clostridia.Monoglobales.Monoglobaceae.Monoglobus,Monoglobus,3,-0.6513632641744767,0.47835986003821585,-1.5889485898493798,0.2862220615004264,-1.3616595341474507,0.1733053574370197,9.775886639941797,79.54149762919195,0.5447104288953819,359,148,1.0,0.5509545417145041
meta,HIV,Bacteria.Bacillota.Clostridia.NA.NA.NA,Clostridia,3,-0.19599873526718167,0.27238966741589316,-0.7298824834023323,0.3378850128679689,-0.7195527536950387,0.47180041056859134,4.988472928802232,59.90757034176761,0.1296330827915533,359,148,0.6666666666666666,0.8114641581230227
meta,HIV,Bacteria.Bacillota.Clostridia.Oscillospirales.Butyricicoccaceae.Agathobaculum,Agathobaculum,3,-0.03714421861271163,0.2959216511559665,-0.617150654878406,0.5428622176529827,-0.12552044930681547,0.9001115368609645,4.444253844720353,54.99807009502972,0.14702793191762245,359,148,0.6666666666666666,0.9728153676759603
meta,HIV,Bacteria.Bacillota.Clostridia.Oscillospirales.Butyricicoccaceae.UCG-009,UCG-009,3,-0.535518715100143,0.19254025991721085,-0.9128976245378764,-0.15813980566240976,-2.781333708235396,0.005413605742320598,2.363285649159734,15.372058358197199,0.0172382478124735,359,148,1.0,0.09537957334964636
