analysis,disease_category,project,taxon,genus,n_case,n_control,effect,se,stat,p,q,wilcoxon_p,rank_biserial,covariates,n_taxa_tested
within_project,cancer_other,PRJNA290926,Bacteria.Pseudomonadota.Gammaproteobacteria.Enterobacterales.Pasteurellaceae.Haemophilus,Haemophilus,308,120,-0.3442450633390417,0.29297662932199803,-1.1749915484238054,0.24065752354363817,0.7538057291439536,0.2396979753345152,-0.0731601731601732,"age_years,sex",186
within_project,cancer_other,PRJNA290926,Archaea.Methanobacteriota.Methanobacteria.Methanobacteriales.Methanobacteriaceae.Methanobrevibacter,Methanobrevibacter,308,120,0.6139103293457941,0.3917830578599022,1.5669649746960792,0.11786886063767034,0.6089891132946301,0.11890374910817472,0.09702380952380962,"age_years,sex",186
within_project,cancer_other,PRJNA290926,Bacteria.Actinomycetota.Actinobacteria.Micrococcales.Micrococcaceae.Rothia,Rothia,308,120,-0.0799053604271869,0.15640188334522817,-0.510897686895564,0.6096886078147196,0.9372072814341971,0.12520370610549386,-0.09540043290043287,"age_years,sex",186
within_project,cancer_other,PRJNA290926,Bacteria.Actinomycetota.Coriobacteriia.Coriobacteriales.Eggerthellaceae.Eggerthella,Eggerthella,308,120,0.35844435076502495,0.27762092958641815,1.2911287030808964,0.1973625315483721,0.7433593266700123,0.8903292381003933,-0.008603896103896114,"age_years,sex",186
within_project,cancer_other,PRJNA290926,Bacteria.Bacillota.Bacilli.Erysipelotrichales.Erysipelatoclostridiaceae.Catenibacterium,Catenibacterium,308,120,0.17635957344932862,0.23004148274357847,0.7666424826774059,0.4437207401852683,0.8375074694378458,0.20730975855231004,-0.07846320346320346,"age_years,sex",186
within_project,cancer_other,PRJNA290926,Bacteria.Bacillota.Bacilli.Lactobacillales.Enterococcaceae.Enterococcus,Enterococcus,308,120,0.19818860960594825,0.21639287121608577,0.9158740234471074,0.3602535695130151,0.812917891595562,0.8471980895653024,0.01201298701298703,"age_years,sex",186
within_project,cancer_other,PRJNA290926,Bacteria.Bacillota.Bacilli.Lactobacillales.Lactobacillaceae.Lactobacillus,Lactobacillus,308,120,-0.11031355260008754,0.22057908822019234,-0.5001088430013247,0.617257892031801,0.9410653108025819,0.24743457111703993,-0.07196969696969702,"age_years,sex",186
within_project,cancer_other,PRJNA290926,Bacteria.Bacillota.Bacilli.Staphylococcales.Gemellaceae.Gemella,Gemella,308,120,0.2647750199577617,0.1655763944665193,1.599110916811883,0.11054082663132346,0.6089891132946301,0.8738528449638956,-0.009902597402597357,"age_years,sex",186
within_project,cancer_other,PRJNA290926,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.NA,Lachnospiraceae,308,120,-0.24261697327795306,0.1533108998903523,-1.5825161384576851,0.11427739105006102,0.6089891132946301,0.028516425912647834,-0.1362554112554113,"age_years,sex",186
within_project,cancer_other,PRJNA290926,Bacteria.Bacillota.Clostridia.Oscillospirales.Butyricicoccaceae.Agathobaculum,Agathobaculum,308,120,-0.39331787350294894,0.25723320829274193,-1.5290322587561753,0.1270021137874994,0.6189860554896983,0.09861478345059506,-0.10275974025974022,"age_years,sex",186
within_project,cancer_other,PRJNA290926,Bacteria.Bacillota.Clostridia.Oscillospirales.Oscillospiraceae.Intestinimonas,Intestinimonas,308,120,0.18879084337896185,0.27375244483756395,0.6896407573308957,0.49079738800389894,0.8375074694378458,0.9601046008594457,-0.003138528138528107,"age_years,sex",186
within_project,cancer_other,PRJNA290926,Bacteria.Bacillota.Clostridia.Oscillospirales.Oscillospiraceae.NA,Oscillospiraceae,308,120,0.050702988158936285,0.16289412966422911,0.31126344616254426,0.7557533308874175,0.9501590096445363,0.13765631024440184,-0.09237012987012982,"age_years,sex",186
within_project,cancer_other,PRJNA290926,Bacteria.Bacillota.Clostridia.Oscillospirales.Oscillospiraceae.NK4A214 group,NK4A214 group,308,120,0.4860790992722576,0.2908899330830138,1.6710069479562943,0.0954581882333095,0.6089891132946301,0.09374499989890044,0.10427489177489169,"age_years,sex",186
within_project,cancer_other,PRJNA290926,Bacteria.Bacillota.Clostridia.Oscillospirales.Ruminococcaceae.Acutalibacter,Acutalibacter,308,120,-0.29830708517060195,0.1673754997351955,-1.7822625512249588,0.07542191181236943,0.6089891132946301,0.03059743195330494,-0.1345238095238095,"age_years,sex",186
within_project,cancer_other,PRJNA290926,Bacteria.Bacillota.Clostridia.Oscillospirales.Ruminococcaceae.Incertae Sedis,Incertae Sedis,308,120,0.27929870769072096,0.2670014461443082,1.0460569098931636,0.29613072390495915,0.7757790795256676,0.4699893941507708,0.04496753246753249,"age_years,sex",186
within_project,cancer_other,PRJNA290926,Bacteria.Bacillota.Clostridia.Peptostreptococcales-Tissierellales.Anaerovoracaceae.Mogibacterium,Mogibacterium,308,120,0.381486066639928,0.20192507904100113,1.8892455976826277,0.05954101238774681,0.6089891132946301,0.8193642295678716,0.014231601731601762,"age_years,sex",186
within_project,cancer_other,PRJNA290926,Bacteria.Bacteroidota.Bacteroidia.Bacteroidales.Prevotellaceae.Massiliprevotella,Massiliprevotella,308,120,0.4483153676072714,0.2562974175665746,1.7491997065901734,0.08098004497605632,0.6089891132946301,0.257897536654642,-0.07040043290043285,"age_years,sex",186
within_project,cancer_other,PRJNA290926,Bacteria.Pseudomonadota.Gammaproteobacteria.Enterobacterales.Enterobacteriaceae.Escherichia-Shigella,Escherichia-Shigella,308,120,0.10778471865840664,0.2769123829957915,0.3892376263290643,0.6972957838539249,0.9501590096445363,0.19176855826302586,0.0812229437229437,"age_years,sex",186
within_project,cancer_other,PRJNA290926,Bacteria.Verrucomicrobiota.Verrucomicrobiia.Verrucomicrobiales.Akkermansiaceae.Akkermansia,Akkermansia,308,120,0.11074177450802124,0.3273247748348251,0.33832383926301896,0.73528662284077,0.9501590096445363,0.6938365672804472,0.024512987012986986,"age_years,sex",186
within_project,cancer_other,PRJNA290926,Bacteria.Actinomycetota.Coriobacteriia.Coriobacteriales.Eggerthellaceae.Incertae Sedis,Incertae Sedis,308,120,0.05126174951643159,0.2757393050470906,0.18590657399269625,0.8526069322842378,0.9789190704004211,0.8917045123504033,-0.008495670995670945,"age_years,sex",186
within_project,cancer_other,PRJNA290926,Bacteria.Actinomycetota.Coriobacteriia.Coriobacteriales.Eggerthellaceae.Slackia,Slackia,308,120,-0.38664796523093226,0.2250502699907639,-1.718051550201652,0.08651727888535828,0.6089891132946301,0.0077966241803040705,-0.16553030303030303,"age_years,sex",186
within_project,cancer_other,PRJNA290926,Bacteria.Bacillota.Bacilli.Erysipelotrichales.Erysipelatoclostridiaceae.Erysipelotrichaceae UCG-003,Erysipelotrichaceae UCG-003,308,120,0.4038748263408269,0.33039231536980823,1.2224098671567758,0.22223175097841674,0.7538057291439536,0.9310209721698488,-0.005411255411255422,"age_years,sex",186
within_project,cancer_other,PRJNA290926,Bacteria.Bacillota.Bacilli.Erysipelotrichales.Erysipelatoclostridiaceae.Massiliomicrobiota,Massiliomicrobiota,308,120,-0.07478330264969366,0.17146862818939043,-0.4361340231117616,0.6629614684102108,0.9501590096445363,0.0224190182204514,-0.14204545454545459,"age_years,sex",186
within_project,cancer_other,PRJNA290926,Bacteria.Bacillota.Clostridia.Oscillospirales.Ruminococcaceae.Fournierella,Fournierella,308,120,-0.4092657023193243,0.15382805189843113,-2.6605401113026663,0.008097534628554146,0.3765353602277678,0.0019922886134978108,-0.19231601731601733,"age_years,sex",186
within_project,cancer_other,PRJNA290926,Bacteria.Bacillota.Clostridia.Oscillospirales.[Eubacterium] coprostanoligenes group.Incertae Sedis,Incertae Sedis,308,120,0.4657682321123241,0.2250339885575341,2.06976837187082,0.03907912010461602,0.6089891132946301,0.0650759208261875,0.11477272727272725,"age_years,sex",186
within_project,cancer_other,PRJNA290926,Bacteria.Bacillota.Clostridia.Peptococcales.Peptococcaceae.Peptococcus,Peptococcus,308,120,0.2806359416531065,0.2102865825091613,1.3345404081636087,0.1827430294933476,0.7433593266700123,0.591733072121396,-0.03338744588744591,"age_years,sex",186
within_project,cancer_other,PRJNA290926,Bacteria.Bacillota.Clostridia.Peptostreptococcales-Tissierellales.Anaerovoracaceae.Family XIII AD3011 group,Family XIII AD3011 group,308,120,0.4222904822521369,0.23092955380979713,1.8286549957999414,0.06815362823870366,0.6089891132946301,0.38503942810478586,0.05405844155844153,"age_years,sex",186
within_project,cancer_other,PRJNA290926,Bacteria.Bacillota.Clostridia.Peptostreptococcales-Tissierellales.Family XI.Parvimonas,Parvimonas,308,120,0.3759196176617727,0.1620138934489012,2.320292474054621,0.02079889513880906,0.6089891132946301,0.9781378808040435,0.0017316017316018062,"age_years,sex",186
within_project,cancer_other,PRJNA290926,Bacteria.Bacillota.Clostridia.Peptostreptococcales-Tissierellales.Peptostreptococcaceae.Intestinibacter,Intestinibacter,308,120,0.016837272543361675,0.3218345683201415,0.052316544587631054,0.9583011093677093,0.9793626722109556,0.28912720633649336,-0.0659632034632035,"age_years,sex",186
within_project,cancer_other,PRJNA290926,Bacteria.Bacteroidota.Bacteroidia.Bacteroidales.Muribaculaceae.Incertae Sedis,Incertae Sedis,308,120,0.34198792396293376,0.3055891469775301,1.1191101756898456,0.26372672466815655,0.7538057291439536,0.5059997204326656,0.04139610389610393,"age_years,sex",186
within_project,cancer_other,PRJNA290926,Bacteria.Actinomycetota.Actinobacteria.Actinomycetales.Actinomycetaceae.Schaalia,Schaalia,308,120,0.01779269352990162,0.24629383573328037,0.072241733037809,0.9424435981637402,0.9793626722109556,0.2847959188999124,-0.0665584415584416,"age_years,sex",186
within_project,cancer_other,PRJNA290926,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Anaerostipes,Anaerostipes,308,120,-0.1662792761911305,0.18781373632280557,-0.8853413996585285,0.37647433600220503,0.812917891595562,0.042530008265294156,-0.1261904761904762,"age_years,sex",186
within_project,cancer_other,PRJNA290926,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Fusicatenibacter,Fusicatenibacter,308,120,-0.2643510618049345,0.2611958803939178,-1.0120797518179012,0.3120771166309483,0.8038821882193716,0.014873914069339076,-0.1515151515151515,"age_years,sex",186
within_project,cancer_other,PRJNA290926,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Marvinbryantia,Marvinbryantia,308,120,0.22782777989923572,0.2858192681440818,0.7971043428198391,0.4258365646812897,0.8375074694378458,0.4147396348761525,0.05075757575757578,"age_years,sex",186
within_project,cancer_other,PRJNA290926,Bacteria.Bacillota.Negativicutes.Veillonellales-Selenomonadales.Veillonellaceae.Dialister,Dialister,308,120,-0.29307046258492714,0.36427674004438776,-0.8045269718544642,0.42154356708724505,0.8375074694378458,0.21881727845513066,-0.07651515151515154,"age_years,sex",186
within_project,cancer_other,PRJNA290926,Bacteria.Bacillota.Negativicutes.Veillonellales-Selenomonadales.Veillonellaceae.Megasphaera,Megasphaera,308,120,0.023343604636403077,0.22726561520251973,0.10271507467419234,0.91823766989129,0.9793626722109556,0.10094339628497916,-0.10205627705627707,"age_years,sex",186
within_project,cancer_other,PRJNA290926,Bacteria.Bacillota.Bacilli.Erysipelotrichales.Erysipelotrichaceae.Turicibacter,Turicibacter,308,120,0.08550051664684293,0.2922126851161272,0.29259686865703477,0.7699734376979062,0.9501590096445363,0.2626860565863185,-0.0696969696969697,"age_years,sex",186
within_project,cancer_other,PRJNA290926,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Faecalimonas,Faecalimonas,308,120,-0.16565723539672672,0.2687295513939686,-0.6164459194659481,0.5379310768878842,0.8759499029340361,0.3313974231714786,-0.06044372294372291,"age_years,sex",186
within_project,cancer_other,PRJNA290926,Bacteria.Bacillota.Clostridia.Peptostreptococcales-Tissierellales.Peptostreptococcaceae.Terrisporobacter,Terrisporobacter,308,120,-0.4258824524729461,0.3053893083171054,-1.394555869751422,0.16388002498143037,0.7257543963463345,0.06494941099396383,-0.11482683982683983,"age_years,sex",186
within_project,cancer_other,PRJNA290926,Bacteria.Cyanobacteriota.Vampirivibrionia.Gastranaerophilales.Gastranaerophilaceae.Zag_111,Zag_111,308,120,0.03631445504394978,0.18391353344224545,0.19745395765208132,0.8435669306095377,0.9745555844308945,0.2686634337805611,-0.0688311688311688,"age_years,sex",186
within_project,cancer_other,PRJNA290926,Bacteria.Bacillota.Bacilli.Lactobacillales.Streptococcaceae.Lactococcus,Lactococcus,308,120,-0.3737838876325186,0.22547992565404976,-1.6577257888846797,0.09811245797968444,0.6089891132946301,9.064604882579275e-05,-0.24350649350649356,"age_years,sex",186
within_project,cancer_other,PRJNA290926,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.CAG-56,CAG-56,308,120,-0.030198291773387682,0.30392528228923815,-0.09936090721353256,0.9208986801209411,0.9793626722109556,0.22573826048730528,-0.07537878787878793,"age_years,sex",186
within_project,cancer_other,PRJNA290926,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Lachnoclostridium,Lachnoclostridium,308,120,0.35450154313550986,0.2733810147771129,1.2967306578495745,0.1954291192221008,0.7433593266700123,0.3521561651087527,0.0579004329004329,"age_years,sex",186
within_project,cancer_other,PRJNA290926,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Lachnospira,Lachnospira,308,120,-0.12962924042956994,0.27554090299178063,-0.47045371130774283,0.6382728044376773,0.9501590096445363,0.4462723799369869,-0.047402597402597446,"age_years,sex",186
within_project,cancer_other,PRJNA290926,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Lachnospiraceae FCS020 group,Lachnospiraceae FCS020 group,308,120,0.4015220313963448,0.25954324494961534,1.5470332563434335,0.12260126410311056,0.6163198681940153,0.6919104449399917,0.024675324675324628,"age_years,sex",186
within_project,cancer_other,PRJNA290926,Bacteria.Bacillota.Clostridia.Oscillospirales.Ruminococcaceae.Ruthenibacterium,Ruthenibacterium,308,120,0.00287445698691469,0.23462648907914085,0.012251204023025375,0.9902309602960979,0.9916162679985949,0.728180875122431,0.02164502164502169,"age_years,sex",186
within_project,cancer_other,PRJNA290926,Bacteria.Actinomycetota.Actinobacteria.Bifidobacteriales.Bifidobacteriaceae.Bifidobacterium,Bifidobacterium,308,120,0.28423010140918603,0.36341505986007316,0.7821087588352118,0.4345872000740043,0.8375074694378458,0.7099635200851917,0.02316017316017316,"age_years,sex",186
within_project,cancer_other,PRJNA290926,Bacteria.Bacillota.Bacilli.Lactobacillales.Lactobacillaceae.Ligilactobacillus,Ligilactobacillus,308,120,0.2390251053477192,0.18975720946182667,1.2596364903637758,0.20849344888358473,0.7457650286989762,0.4525294293253399,-0.04675324675324677,"age_years,sex",186
within_project,cancer_other,PRJNA290926,Bacteria.Bacillota.Clostridia.Oscillospirales.Ruminococcaceae.Candidatus Soleaferrea,Candidatus Soleaferrea,308,120,-0.30707204122034937,0.16146683321041597,-1.9017654283229024,0.057879332910867144,0.6089891132946301,0.01668043942703223,-0.1489177489177489,"age_years,sex",186
within_project,cancer_other,PRJNA290926,Bacteria.Thermodesulfobacteriota.Desulfovibrionia.Desulfovibrionales.Desulfovibrionaceae.Bilophila,Bilophila,308,120,0.25332474778382374,0.2790049734906832,0.9079578210181368,0.3644162632576827,0.812917891595562,0.681671685813294,0.02554112554112553,"age_years,sex",186
