analysis,method,disease_category,taxon,genus,effect,se,stat,p,q,ci_low,ci_high,n_case,n_control,k_projects,n_taxa_tested,converged
pooled,combat_ols,cancer_other,Bacteria.Bacillota.Clostridia.Oscillospirales.Ruminococcaceae.[Eubacterium] siraeum group,[Eubacterium] siraeum group,-0.085659323467868,0.18810979194210434,-0.45536876407918137,0.6489556588566805,0.8431736636032097,-0.45435451567439245,0.2830358687386565,629,260,3,175,
pooled,combat_ols,cancer_other,Bacteria.Bacillota.Clostridia.Oscillospirales.UCG-010.Incertae Sedis,Incertae Sedis,-0.11532959137160918,0.1692077851844142,-0.6815856093495646,0.4956793350067278,0.7955535201908098,-0.44697685033306106,0.21631766758984267,629,260,3,175,
pooled,combat_ols,cancer_other,Bacteria.Bacillota.Clostridia.Peptostreptococcales-Tissierellales.Peptostreptococcaceae.Romboutsia,Romboutsia,0.25660564054461515,0.19014104587286787,1.3495541657858916,0.17750414790525368,0.49306707751459355,-0.11607080936620584,0.6292820904554361,629,260,3,175,
pooled,combat_ols,cancer_other,Bacteria.Bacillota.NA.NA.NA.NA,Bacteria.Bacillota.NA.NA.NA.NA,-0.05192004306945193,0.1101743929501821,-0.47125327110201354,0.6375760239957684,0.8431736636032097,-0.26786185325180883,0.16402176711290495,629,260,3,175,
pooled,combat_ols,cancer_other,Bacteria.Bacillota.Negativicutes.Acidaminococcales.Acidaminococcaceae.Phascolarctobacterium,Phascolarctobacterium,-0.5868026544332092,0.21360891267190002,-2.7470888133517586,0.006134843046560552,0.08946646109567472,-1.0054761232701332,-0.1681291855962852,629,260,3,175,
pooled,combat_ols,cancer_other,Bacteria.Bacteroidota.Bacteroidia.Bacteroidales.Bacteroidaceae.Bacteroides,Bacteroides,0.18627816656283272,0.09298634031178935,2.0032852775819516,0.04545117276981585,0.2209432009643826,0.004024939551725615,0.3685313935739398,629,260,3,175,
pooled,combat_ols,cancer_other,Bacteria.Bacteroidota.Bacteroidia.Bacteroidales.Prevotellaceae.Incertae Sedis,Incertae Sedis,-0.27040239323281906,0.1345388822873522,-2.009845693940622,0.044750609718525236,0.2209432009643826,-0.5340986025160294,-0.006706183949608757,629,260,3,175,
pooled,combat_ols,cancer_other,Bacteria.Bacteroidota.Bacteroidia.Bacteroidales.Prevotellaceae.Segatella,Segatella,-0.3634925959158875,0.20240220404180573,-1.795892478724238,0.07285262280263632,0.3109563168405209,-0.7602009158378267,0.03321572400605172,629,260,3,175,
pooled,combat_ols,cancer_other,Bacteria.Bacteroidota.Bacteroidia.Bacteroidales.Rikenellaceae.Alistipes,Alistipes,-0.2846416193968324,0.14873645421985307,-1.9137313773534812,0.05597681087308919,0.25267173873048643,-0.5761650696677445,0.00688183087407962,629,260,3,175,
pooled,combat_ols,cancer_other,Bacteria.Bacteroidota.Bacteroidia.Bacteroidales.Tannerellaceae.Parabacteroides,Parabacteroides,-0.3794799888438659,0.18903121159437958,-2.0074991089733296,0.04500013773362467,0.2209432009643826,-0.7499811635688498,-0.008978814118881961,629,260,3,175,
pooled,combat_ols,cancer_other,Bacteria.NA.NA.NA.NA.NA,Bacteria.NA.NA.NA.NA.NA,-0.01580131178633998,0.04623760616984571,-0.3417415626643093,0.732626519974221,0.8501805917204877,-0.10642701987923757,0.07482439630655761,629,260,3,175,
pooled,combat_ols,cancer_other,Bacteria.Pseudomonadota.Gammaproteobacteria.Burkholderiales.Oxalobacteraceae.Oxalobacter,Oxalobacter,0.04735306261061843,0.08763482659138085,0.5403452537358675,0.5890949059481775,0.8388762154265539,-0.12441119750848802,0.2191173227297249,629,260,3,175,
pooled,combat_ols,cancer_other,Bacteria.Pseudomonadota.Gammaproteobacteria.Enterobacterales.Enterobacteriaceae.Klebsiella,Klebsiella,-0.08289175979916047,0.15012145801932833,-0.552164633176478,0.5809749725773091,0.8388762154265539,-0.377129817517044,0.21134629791872306,629,260,3,175,
pooled,combat_ols,cancer_other,Bacteria.Pseudomonadota.Gammaproteobacteria.Enterobacterales.Pasteurellaceae.Haemophilus,Haemophilus,-0.2798065211198031,0.16708473691560266,-1.6746384276927588,0.09435849419856092,0.35605404799820073,-0.6072926054743844,0.04767956323477812,629,260,3,175,
pooled,combat_ols,cancer_other,Archaea.Methanobacteriota.Methanobacteria.Methanobacteriales.Methanobacteriaceae.Methanobrevibacter,Methanobrevibacter,-0.2680182214693724,0.2376763077659418,-1.1276606574236696,0.25976888584025465,0.6137112458786969,-0.7338637846906183,0.19782734175187355,629,260,3,175,
pooled,combat_ols,cancer_other,Bacteria.Actinomycetota.Actinobacteria.Micrococcales.Micrococcaceae.Rothia,Rothia,0.029181694511515636,0.11900176586955892,0.24522068473759026,0.8063424113953732,0.8860095634638921,-0.20406176659281983,0.2624251556158511,629,260,3,175,
pooled,combat_ols,cancer_other,Bacteria.Actinomycetota.Coriobacteriia.Coriobacteriales.Eggerthellaceae.Eggerthella,Eggerthella,-0.2415806640404808,0.13039905471118463,-1.8526258842561985,0.06426876197551687,0.2811758336428863,-0.49716281127440265,0.01400148319344105,629,260,3,175,
pooled,combat_ols,cancer_other,Bacteria.Bacillota.Bacilli.Lactobacillales.Enterococcaceae.Enterococcus,Enterococcus,-0.20932739918375734,0.14896088603951538,-1.4052507658166609,0.1602976475553987,0.4675348053699128,-0.5012907358212074,0.08263593745369277,629,260,3,175,
pooled,combat_ols,cancer_other,Bacteria.Bacillota.Bacilli.Lactobacillales.Lactobacillaceae.HT002,HT002,0.12312829146359139,0.09760485521159923,1.2614976088705778,0.20746201998904312,0.5495910598030816,-0.0681772247511431,0.31443380767832585,629,260,3,175,
pooled,combat_ols,cancer_other,Bacteria.Bacillota.Bacilli.Lactobacillales.Lactobacillaceae.Lactobacillus,Lactobacillus,0.33024712534341205,0.1522393994653707,2.169261876381298,0.03032838838297399,0.19141506692063162,0.03185790239128544,0.6286363482955386,629,260,3,175,
pooled,combat_ols,cancer_other,Bacteria.Bacillota.Bacilli.Staphylococcales.Gemellaceae.Gemella,Gemella,-0.25797002329542446,0.11853891496956663,-2.1762475501117504,0.02980058061272995,0.19141506692063162,-0.4903062966357751,-0.025633749955073865,629,260,3,175,
pooled,combat_ols,cancer_other,Bacteria.Bacillota.Bacilli.Staphylococcales.Staphylococcaceae.Staphylococcus,Staphylococcus,-0.39105842420799125,0.11991532465697548,-3.2611213398006957,0.001152143948170361,0.050406297732453295,-0.6260924605356631,-0.15602438788031933,629,260,3,175,
pooled,combat_ols,cancer_other,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.NA,Lachnospiraceae,0.15168365306765969,0.1022843775724887,1.4829601222353026,0.13844101252043378,0.4326281641263556,-0.04879372697441817,0.35216103310973756,629,260,3,175,
pooled,combat_ols,cancer_other,Bacteria.Bacillota.Clostridia.Oscillospirales.Butyricicoccaceae.Agathobaculum,Agathobaculum,0.10480438803090937,0.17050827529503534,0.6146586601123221,0.5389381579155526,0.8143732693451258,-0.22939183154735993,0.43900060760917864,629,260,3,175,
pooled,combat_ols,cancer_other,Bacteria.Bacillota.Clostridia.Oscillospirales.Oscillospiraceae.Intestinimonas,Intestinimonas,-0.11562870168602958,0.16481691318427022,-0.7015584714704203,0.4831389971346223,0.7828641157273972,-0.4386698515271992,0.20741244815514004,629,260,3,175,
pooled,combat_ols,cancer_other,Bacteria.Bacillota.Clostridia.Oscillospirales.Oscillospiraceae.NA,Oscillospiraceae,-0.019100363958256237,0.10244177952958508,-0.1864509192046988,0.8521338944687287,0.9092892166587043,-0.219886251836243,0.18168552391973053,629,260,3,175,
pooled,combat_ols,cancer_other,Bacteria.Bacillota.Clostridia.Oscillospirales.Oscillospiraceae.NK4A214 group,NK4A214 group,-0.2554286198556853,0.17854548638781995,-1.4306081045413097,0.1528955379299065,0.4613227437540283,-0.6053777731758124,0.09452053346444178,629,260,3,175,
pooled,combat_ols,cancer_other,Bacteria.Bacillota.Clostridia.Oscillospirales.Ruminococcaceae.Acutalibacter,Acutalibacter,0.17676143422663151,0.11501453162260417,1.5368617489713103,0.12468459344848531,0.4075259230439333,-0.04866704775367264,0.40218991620693567,629,260,3,175,
pooled,combat_ols,cancer_other,Bacteria.Bacillota.Clostridia.Oscillospirales.Ruminococcaceae.Incertae Sedis,Incertae Sedis,-0.24116575947552937,0.15821911324327917,-1.5242517451397333,0.12780308456434197,0.4075259230439333,-0.5512752214323565,0.06894370248129778,629,260,3,175,
pooled,combat_ols,cancer_other,Bacteria.Bacillota.Clostridia.Peptostreptococcales-Tissierellales.Anaerovoracaceae.Mogibacterium,Mogibacterium,-0.05503000356792785,0.10596668044705947,-0.519314215900352,0.6036714863441874,0.8388762154265539,-0.2627246972441644,0.1526646901083087,629,260,3,175,
pooled,combat_ols,cancer_other,Bacteria.Bacteroidota.Bacteroidia.Bacteroidales.Prevotellaceae.Massiliprevotella,Massiliprevotella,-0.020893365303003977,0.14811405741552197,-0.14106267607259812,0.8878525302430278,0.9264310317229012,-0.31119691783742703,0.26941018723141913,629,260,3,175,
pooled,combat_ols,cancer_other,Bacteria.Pseudomonadota.Gammaproteobacteria.Enterobacterales.Enterobacteriaceae.Escherichia-Shigella,Escherichia-Shigella,0.06037527648716463,0.17202059071599554,0.3509770326672327,0.725689110365187,0.8501805917204877,-0.2767850813161866,0.39753563429051586,629,260,3,175,
pooled,combat_ols,cancer_other,Bacteria.Verrucomicrobiota.Verrucomicrobiia.Verrucomicrobiales.Akkermansiaceae.Akkermansia,Akkermansia,-0.1420679613883978,0.17399949823581085,-0.8164848912142368,0.41444257807309226,0.7603983314254159,-0.4831069779305871,0.19897105515379146,629,260,3,175,
pooled,combat_ols,cancer_other,Bacteria.Actinomycetota.Coriobacteriia.Coriobacteriales.Eggerthellaceae.Incertae Sedis,Incertae Sedis,-0.07149798818286394,0.12860780188482976,-0.5559381867586188,0.5783936300253723,0.8388762154265539,-0.3235692798771303,0.18057330351140238,629,260,3,175,
pooled,combat_ols,cancer_other,Bacteria.Bacillota.Bacilli.Erysipelotrichales.Erysipelatoclostridiaceae.Erysipelotrichaceae UCG-003,Erysipelotrichaceae UCG-003,0.06505556536664589,0.20294027893523678,0.3205650731731118,0.7486156845695777,0.8506996415563384,-0.3327073813464182,0.4628185120797099,629,260,3,175,
pooled,combat_ols,cancer_other,Bacteria.Bacillota.Bacilli.Erysipelotrichales.Erysipelatoclostridiaceae.Massiliomicrobiota,Massiliomicrobiota,0.08961083809364624,0.08585847118149809,1.043704096526666,0.2969073175221192,0.6414664267453192,-0.07867176542208999,0.2578934416093825,629,260,3,175,
pooled,combat_ols,cancer_other,Bacteria.Bacillota.Clostridia.Oscillospirales.Ruminococcaceae.Fournierella,Fournierella,-0.009738067150260647,0.0996249675864182,-0.0977472553937195,0.9221551235258296,0.9439763816292118,-0.20500300361964033,0.18552686931911902,629,260,3,175,
pooled,combat_ols,cancer_other,Bacteria.Bacillota.Clostridia.Oscillospirales.[Eubacterium] coprostanoligenes group.Incertae Sedis,Incertae Sedis,-0.1330862598320662,0.14750294712515355,-0.9022617000265422,0.36716335745961837,0.7060833797300353,-0.4221920361973671,0.15601951653323473,629,260,3,175,
pooled,combat_ols,cancer_other,Bacteria.Bacillota.Clostridia.Peptococcales.Peptococcaceae.Peptococcus,Peptococcus,-0.3772261030059909,0.12004748950986459,-3.142307303102689,0.0017319999825028696,0.05079272466702109,-0.6125191824453255,-0.14193302356665632,629,260,3,175,
pooled,combat_ols,cancer_other,Bacteria.Bacillota.Clostridia.Peptostreptococcales-Tissierellales.Anaerovoracaceae.Family XIII AD3011 group,Family XIII AD3011 group,-0.15338648582456305,0.14302452737101765,-1.0724488214994454,0.2838108389505286,0.6414664267453192,-0.43371455947175763,0.12694158782263154,629,260,3,175,
pooled,combat_ols,cancer_other,Bacteria.Bacillota.Clostridia.Peptostreptococcales-Tissierellales.Peptostreptococcaceae.Intestinibacter,Intestinibacter,0.05910342832728923,0.17701129326318912,0.33389637032599573,0.7385368588662669,0.8501805917204877,-0.28783870646856147,0.4060455631231399,629,260,3,175,
pooled,combat_ols,cancer_other,Bacteria.Bacteroidota.Bacteroidia.Bacteroidales.Muribaculaceae.Incertae Sedis,Incertae Sedis,-0.3138738382489061,0.1898322738752069,-1.6534271641040468,0.09859860115337174,0.35605404799820073,-0.6859450950443116,0.05819741854649946,629,260,3,175,
pooled,combat_ols,cancer_other,Bacteria.Actinomycetota.Actinobacteria.Actinomycetales.Actinomycetaceae.Schaalia,Schaalia,-0.0972676614413049,0.14485875848637383,-0.6714655189486136,0.5020992422494104,0.7955535201908098,-0.3811908280745976,0.1866555051919878,629,260,3,175,
pooled,combat_ols,cancer_other,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Anaerostipes,Anaerostipes,0.10045259168076721,0.12436146732672024,0.8077469158261051,0.4194533391453611,0.7603983314254159,-0.14329588427960444,0.3442010676411389,629,260,3,175,
pooled,combat_ols,cancer_other,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Fusicatenibacter,Fusicatenibacter,0.16115476925943722,0.16096286143693367,1.0011922490740435,0.31700753469636567,0.6704864309373698,-0.15433243915695277,0.4766419776758272,629,260,3,175,
pooled,combat_ols,cancer_other,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Marvinbryantia,Marvinbryantia,-0.15669676244952718,0.16654346569709644,-0.9408760757658418,0.3470251076687182,0.6823527397980415,-0.4831219552158362,0.1697284303167818,629,260,3,175,
pooled,combat_ols,cancer_other,Bacteria.Bacillota.Negativicutes.Veillonellales-Selenomonadales.Veillonellaceae.Dialister,Dialister,0.34990690525380996,0.21053599892151845,1.6619813573271374,0.09687064377048729,0.35605404799820073,-0.0627436526323662,0.7625574631399861,629,260,3,175,
pooled,combat_ols,cancer_other,Bacteria.Bacillota.Negativicutes.Veillonellales-Selenomonadales.Veillonellaceae.Megasphaera,Megasphaera,0.04829672743372534,0.12512357505220623,0.3859922273925928,0.6995951956576665,0.8501805917204877,-0.19694547966859885,0.2935389345360495,629,260,3,175,
pooled,combat_ols,cancer_other,Bacteria.Bacillota.Bacilli.Erysipelotrichales.Erysipelotrichaceae.Turicibacter,Turicibacter,0.13588427280025014,0.17433300147325947,0.7794523793654359,0.43592166173870317,0.7603983314254159,-0.20580841008733844,0.47757695568783876,629,260,3,175,
pooled,combat_ols,cancer_other,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Faecalimonas,Faecalimonas,0.17391034696915175,0.1642532971850912,1.0587936434127003,0.2899826636311979,0.6414664267453192,-0.14802611551362704,0.49584680945193055,629,260,3,175,
pooled,combat_ols,cancer_other,Bacteria.Bacillota.Clostridia.Peptostreptococcales-Tissierellales.Peptostreptococcaceae.Terrisporobacter,Terrisporobacter,0.36536647187023763,0.1553421073522921,2.3520118150685474,0.018890449909151827,0.18321043850516336,0.06089594145974514,0.6698370022807301,629,260,3,175,
pooled,combat_ols,cancer_other,Bacteria.Cyanobacteriota.Vampirivibrionia.Gastranaerophilales.Gastranaerophilaceae.Zag_111,Zag_111,-0.10734027167279982,0.11358910548015633,-0.9449873843011453,0.3449232356035108,0.6823527397980415,-0.3299749184139062,0.11529437506830657,629,260,3,175,
pooled,combat_ols,cancer_other,Bacteria.Bacillota.Bacilli.Lactobacillales.Streptococcaceae.Lactococcus,Lactococcus,0.09389757389126173,0.1198901768495804,0.7831965583724999,0.43372122735298335,0.7603983314254159,-0.14108717273391586,0.3288823205164393,629,260,3,175,
pooled,combat_ols,cancer_other,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.CAG-56,CAG-56,0.30586810015101784,0.17971574148764857,1.7019549741113769,0.0891150127431082,0.35443470977372576,-0.04637475316477335,0.658110953466809,629,260,3,175,
pooled,combat_ols,cancer_other,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Lachnoclostridium,Lachnoclostridium,0.0178466418984738,0.16896547994266237,0.10562300598045217,0.9159054054842017,0.9439763816292118,-0.31332569878914446,0.34901898258609204,629,260,3,175,
pooled,combat_ols,cancer_other,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Lachnospira,Lachnospira,0.4722698749645878,0.16491584990374822,2.8637021562222444,0.004286169353866575,0.07358377872663796,0.1490348091532413,0.7955049407759343,629,260,3,175,
pooled,combat_ols,cancer_other,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Lachnospiraceae FCS020 group,Lachnospiraceae FCS020 group,-0.3909570475947271,0.151165765627398,-2.586280339150204,0.009860456431570986,0.12325570539463732,-0.6872419482244272,-0.09467214696502702,629,260,3,175,
pooled,combat_ols,cancer_other,Bacteria.Bacillota.Clostridia.Oscillospirales.Ruminococcaceae.Ruthenibacterium,Ruthenibacterium,-0.0014787525618147135,0.15029386891519253,-0.009839074424580423,0.99215189851934,0.99215189851934,-0.2960547356355921,0.2930972305119626,629,260,3,175,
pooled,combat_ols,cancer_other,Bacteria.Actinomycetota.Actinobacteria.Bifidobacteriales.Bifidobacteriaceae.Bifidobacterium,Bifidobacterium,0.05121309014389583,0.21302142441600166,0.24041286121476532,0.8100658865955586,0.8860095634638921,-0.36630890171146746,0.46873508199925906,629,260,3,175,
pooled,combat_ols,cancer_other,Bacteria.Bacillota.Bacilli.Lactobacillales.Lactobacillaceae.Ligilactobacillus,Ligilactobacillus,-0.06979941171159229,0.1447174631067534,-0.4823150586885531,0.6297014157086451,0.8431736636032097,-0.35344563940082896,0.21384681597764435,629,260,3,175,
pooled,combat_ols,cancer_other,Bacteria.Bacillota.Clostridia.Oscillospirales.Ruminococcaceae.Candidatus Soleaferrea,Candidatus Soleaferrea,0.2740156751799536,0.07727774985349925,3.545854734375988,0.0004118681758657144,0.028929408957020834,0.1225512854670951,0.42548006489281215,629,260,3,175,
pooled,combat_ols,cancer_other,Bacteria.Thermodesulfobacteriota.Desulfovibrionia.Desulfovibrionales.Desulfovibrionaceae.Bilophila,Bilophila,-0.07225282701793241,0.16922564045660818,-0.42696146294957615,0.6695112441810226,0.8431736636032097,-0.40393508231288444,0.25942942827701965,629,260,3,175,
pooled,combat_ols,cancer_other,Bacteria.Actinomycetota.Coriobacteriia.Coriobacteriales.Eggerthellaceae.Gordonibacter,Gordonibacter,0.022363040504131525,0.09942026726658197,0.22493442352320442,0.8220822144668909,0.8915520476906924,-0.17250068333836915,0.21722676434663218,629,260,3,175,
pooled,combat_ols,cancer_other,Bacteria.Bacillota.Bacilli.Lactobacillales.Carnobacteriaceae.Granulicatella,Granulicatella,0.23863376202539308,0.11456846889520883,2.082892128406305,0.037547656797154716,0.19911636180309317,0.014079562990783778,0.4631879610600024,629,260,3,175,
pooled,combat_ols,cancer_other,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Anaerobutyricum,Anaerobutyricum,-0.21994603539075674,0.16123989238323969,-1.3640919262584386,0.17288543683099003,0.48798308782940736,-0.5359762244619065,0.09608415368039303,629,260,3,175,
pooled,combat_ols,cancer_other,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Extibacter,Extibacter,-0.41589313119981475,0.19262822048959563,-2.159045700275668,0.031114756136254734,0.19141506692063162,-0.7934444433594221,-0.03834181904020734,629,260,3,175,
pooled,combat_ols,cancer_other,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Lachnospiraceae UCG-004,Lachnospiraceae UCG-004,0.2794809150628953,0.13287992021503853,2.1032592028247272,0.03572488947336675,0.19537048930747442,0.019036271441419783,0.5399255586843708,629,260,3,175,
pooled,combat_ols,cancer_other,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.[Eubacterium] ventriosum group,[Eubacterium] ventriosum group,0.12229726679647455,0.1579104705062972,0.7744721829044107,0.43885846556552577,0.7603983314254159,-0.1872072553958679,0.43180178898881705,629,260,3,175,
pooled,combat_ols,cancer_other,Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.[Ruminococcus] gnavus group,[Ruminococcus] gnavus group,0.29335382624503176,0.20029481843930994,1.4646101608161124,0.1433824370167041,0.4402092364547933,-0.0992240178960157,0.6859316703860792,629,260,3,175,
